N, O1, O2, O3
5535, 0.00000000, 0.00000000, 0.00035315
5536, 0.00000000, 0.00000000, 0.00040298
5537, 0.00000000, 0.00000000, 0.00039995
5538, 0.00000000, 0.00000000, 0.00040002
5539, 0.00000000, 0.00000000, 0.00039999
5540, 0.00000000, 0.00000000, 0.00039999
5541, 0.00000000, 0.00000000, 0.00039999
5542, 0.00000000, 0.00000000, 0.00039999
5543, 0.00000000, 0.00000000, 0.00039816
5544, 0.00000000, 0.00000000, 0.00030186
5545, 0.00000000, 0.00000000, 0.00039890
5546, 0.00000000, 0.00000000, 0.00040109
5547, 0.00000000, 0.00000000, 0.00040004
5548, 0.00000000, 0.00000000, 0.00039997
5549, 0.00000000, 0.00000000, 0.00039997
5550, 0.00000000, 0.00000000, 0.00040002
5551, 0.00000000, 0.00000000, 0.00040004
5552, 0.00000000, 0.00000000, 0.00039794
5553, 0.00000000, 0.00000000, 0.00040202
5554, 0.00000000, 0.00000000, 0.00040002
5555, 0.00000000, 0.00000000, 0.00039818
5556, 0.00000000, 0.00000000, 0.00050178
5557, 0.00040281, 0.00000000, 0.00049846
5558, 0.00000000, 0.00000000, 0.00040152
5559, 0.00000000, 0.00000000, 0.00045569
5560, 0.00000000, 0.00000000, 0.00029802
5561, 0.00010016, 0.00000000, 0.00040183
5562, 0.00000000, 0.00000000, 0.00039997
5563, 0.00039999, 0.00000000, 0.00039818
5564, 0.00000000, 0.00000000, 0.00040181
5565, 0.00000000, 0.00000000, 0.00040002
5566, 0.00000000, 0.00000000, 0.00039997
5567, 0.00000000, 0.00000000, 0.00040004
5568, 0.00000000, 0.00000000, 0.00039999
5569, 0.00039999, 0.00000000, 0.00039999
5570, 0.00000000, 0.00000000, 0.00040002
5571, 0.00000000, 0.00000000, 0.00040071
5572, 0.00000000, 0.00000000, 0.00039926
5573, 0.00039999, 0.00000000, 0.00040002
5574, 0.00000000, 0.00000000, 0.00039999
5575, 0.00000000, 0.00000000, 0.00040002
5576, 0.00000000, 0.00000000, 0.00039997
5577, 0.00000000, 0.00000000, 0.00039816
5578, 0.00000000, 0.00000000, 0.00050037
5579, 0.00010002, 0.00000000, 0.00030019
5580, 0.00009983, 0.00000000, 0.00030005
5581, 0.00055242, 0.00000000, 0.00039911
5582, 0.00000000, 0.00000000, 0.00039997
5583, 0.00000000, 0.00000000, 0.00039999
5584, 0.00000000, 0.00000000, 0.00039151
5585, 0.00000000, 0.00000000, 0.00050182
5586, 0.00000000, 0.00000000, 0.00039957
5587, 0.00000000, 0.00000000, 0.00040002
5588, 0.00000000, 0.00000000, 0.00040002
5589, 0.00000000, 0.00000000, 0.00039997
5590, 0.00000000, 0.00000000, 0.00039999
5591, 0.00049996, 0.00000000, 0.00040004
5592, 0.00000000, 0.00000000, 0.00039999
5593, 0.00000000, 0.00000000, 0.00039999
5594, 0.00000000, 0.00000000, 0.00039999
5595, 0.00000000, 0.00000000, 0.00040002
5596, 0.00000000, 0.00000000, 0.00040004
5597, 0.00000000, 0.00000000, 0.00039995
5598, 0.00000000, 0.00000000, 0.00039999
5599, 0.00000000, 0.00000000, 0.00040088
5600, 0.00000000, 0.00000000, 0.00039999
5601, 0.00000000, 0.00000000, 0.00039999
5602, 0.00000000, 0.00000000, 0.00039999
5603, 0.00000000, 0.00000000, 0.00085199
5604, 0.00000000, 0.00000000, 0.00059962
5605, 0.00000000, 0.00000000, 0.00110090
5606, 0.00000000, 0.00000000, 0.00039980
5607, 0.00000000, 0.00000000, 0.00049987
5608, 0.00000000, 0.00000000, 0.00040007
5609, 0.00000000, 0.00000000, 0.00039990
5610, 0.00000000, 0.00000000, 0.00039997
5611, 0.00000000, 0.00000000, 0.00039999
5612, 0.00000000, 0.00000000, 0.00040016
5613, 0.00000000, 0.00000000, 0.00039983
5614, 0.00000000, 0.00000000, 0.00040004
5615, 0.00000000, 0.00000000, 0.00050023
5616, 0.00000000, 0.00000000, 0.00049996
5617, 0.00000000, 0.00000000, 0.00039997
5618, 0.00000000, 0.00000000, 0.00069988
5619, 0.00000000, 0.00000000, 0.00080049
5620, 0.00000000, 0.00000000, 0.00050035
5621, 0.00000000, 0.00000000, 0.00045164
5622, 0.00000000, 0.00000000, 0.00040002
5623, 0.00040045, 0.00000000, 0.00049958
5624, 0.00000000, 0.00000000, 0.00039985
5625, 0.00000000, 0.00000000, 0.00040002
5626, 0.00000000, 0.00000000, 0.00039997
5627, 0.00000000, 0.00000000, 0.00040026
5628, 0.00000000, 0.00000000, 0.00039999
5629, 0.00000000, 0.00000000, 0.00039999
5630, 0.00000000, 0.00000000, 0.00040002
5631, 0.00000000, 0.00000000, 0.00039976
5632, 0.00000000, 0.00000000, 0.00039999
5633, 0.00000000, 0.00000000, 0.00040009
5634, 0.00000000, 0.00000000, 0.00039992
5635, 0.00000000, 0.00000000, 0.00040028
5636, 0.00000000, 0.00000000, 0.00039997
5637, 0.00000000, 0.00000000, 0.00039997
5638, 0.00000000, 0.00000000, 0.00039999
5639, 0.00049975, 0.00000000, 0.00040002
5640, 0.00000000, 0.00000000, 0.00040061
5641, 0.00040040, 0.00000000, 0.00039961
5642, 0.00000000, 0.00000000, 0.00035036
5643, 0.00000000, 0.00000000, 0.00040052
5644, 0.00000000, 0.00000000, 0.00050230
5645, 0.00000000, 0.00000000, 0.00039999
5646, 0.00000000, 0.00000000, 0.00039999
5647, 0.00039778, 0.00000000, 0.00050018
5648, 0.00000000, 0.00000000, 0.00069988
5649, 0.00000000, 0.00000000, 0.00049999
5650, 0.00000000, 0.00000000, 0.00040021
5651, 0.00059977, 0.00000000, 0.00068727
5652, 0.00000000, 0.00000000, 0.00040176
5653, 0.00050058, 0.00000000, 0.00049918
5654, 0.00000000, 0.00000000, 0.00050015
5655, 0.00000000, 0.00000000, 0.00059998
5656, 0.00000000, 0.00000000, 0.00060065
5657, 0.00069995, 0.00000000, 0.00060008
5658, 0.00000000, 0.00000000, 0.00065153
5659, 0.00050001, 0.00000000, 0.00040023
5660, 0.00000000, 0.00000000, 0.00049992
5661, 0.00000000, 0.00000000, 0.00050004
5662, 0.00000000, 0.00000000, 0.00049987
5663, 0.00000000, 0.00000000, 0.00050008
5664, 0.00000000, 0.00000000, 0.00039990
5665, 0.00000000, 0.00000000, 0.00049996
5666, 0.00000000, 0.00000000, 0.00039992
5667, 0.00000000, 0.00000000, 0.00040059
5668, 0.00000000, 0.00000000, 0.00039933
5669, 0.00040007, 0.00000000, 0.00040004
5670, 0.00000000, 0.00000000, 0.00040009
5671, 0.00000000, 0.00000000, 0.00039995
5672, 0.00000000, 0.00000000, 0.00039995
5673, 0.00000000, 0.00000000, 0.00039995
5674, 0.00000000, 0.00000000, 0.00040019
5675, 0.00000000, 0.00000000, 0.00040061
5676, 0.00000000, 0.00000000, 0.00039995
5677, 0.00000000, 0.00000000, 0.00040009
5678, 0.00000000, 0.00000000, 0.00045295
5679, 0.00000000, 0.00000000, 0.00039954
5680, 0.00000000, 0.00000000, 0.00040009
5681, 0.00000000, 0.00000000, 0.00039992
5682, 0.00000000, 0.00000000, 0.00039995
5683, 0.00050001, 0.00000000, 0.00039997
5684, 0.00000000, 0.00000000, 0.00040071
5685, 0.00000000, 0.00000000, 0.00039930
5686, 0.00000000, 0.00000000, 0.00040054
5687, 0.00000000, 0.00000000, 0.00039945
5688, 0.00000000, 0.00000000, 0.00040004
5689, 0.00050001, 0.00000000, 0.00040069
5690, 0.00000000, 0.00000000, 0.00039928
5691, 0.00000000, 0.00000000, 0.00040224
5692, 0.00000000, 0.00000000, 0.00039999
5693, 0.00039818, 0.00000000, 0.00040197
5694, 0.00000000, 0.00000000, 0.00039985
5695, 0.00000000, 0.00000000, 0.00039999
5696, 0.00000000, 0.00000000, 0.00040281
5697, 0.00000000, 0.00000000, 0.00039997
5698, 0.00000000, 0.00000000, 0.00040002
5699, 0.00009999, 0.00000000, 0.00040002
5700, 0.00000000, 0.00000000, 0.00035610
5701, 0.00039999, 0.00000000, 0.00039999
5702, 0.00000000, 0.00000000, 0.00039999
5703, 0.00000000, 0.00000000, 0.00040002
5704, 0.00009999, 0.00000000, 0.00040009
5705, 0.00000000, 0.00000000, 0.00039990
5706, 0.00000000, 0.00000000, 0.00039999
5707, 0.00000000, 0.00000000, 0.00039999
5708, 0.00000000, 0.00000000, 0.00040009
5709, 0.00000000, 0.00000000, 0.00039995
5710, 0.00000000, 0.00000000, 0.00039997
5711, 0.00039999, 0.00000000, 0.00040002
5712, 0.00000000, 0.00000000, 0.00039999
5713, 0.00009999, 0.00000000, 0.00039999
5714, 0.00000000, 0.00000000, 0.00039999
5715, 0.00000000, 0.00000000, 0.00039999
5716, 0.00000000, 0.00000000, 0.00040002
5717, 0.00039999, 0.00000000, 0.00040278
5718, 0.00000000, 0.00000000, 0.00039999
5719, 0.00000000, 0.00000000, 0.00040002
5720, 0.00000000, 0.00000000, 0.00039999
5721, 0.00000000, 0.00000000, 0.00045426
5722, 0.00000000, 0.00000000, 0.00039935
5723, 0.00000000, 0.00000000, 0.00040004
5724, 0.00000000, 0.00000000, 0.00039995
5725, 0.00000000, 0.00000000, 0.00050006
5726, 0.00000000, 0.00000000, 0.00039971
5727, 0.00000000, 0.00000000, 0.00039999
5728, 0.00000000, 0.00000000, 0.00039999
5729, 0.00000000, 0.00000000, 0.00040007
5730, 0.00000000, 0.00000000, 0.00039995
5731, 0.00000000, 0.00000000, 0.00039999
5732, 0.00000000, 0.00000000, 0.00039999
5733, 0.00000000, 0.00000000, 0.00049999
5734, 0.00000000, 0.00000000, 0.00040002
5735, 0.00000000, 0.00000000, 0.00039999
5736, 0.00000000, 0.00000000, 0.00040007
5737, 0.00039990, 0.00000000, 0.00040007
5738, 0.00000000, 0.00000000, 0.00049996
5739, 0.00000000, 0.00000000, 0.00039999
5740, 0.00000000, 0.00000000, 0.00040035
5741, 0.00050058, 0.00000000, 0.00050011
5742, 0.00000000, 0.00000000, 0.00055106
5743, 0.00040073, 0.00000000, 0.00050008
5744, 0.00000000, 0.00000000, 0.00049980
5745, 0.00000000, 0.00000000, 0.00039999
5746, 0.00000000, 0.00000000, 0.00039997
5747, 0.00000000, 0.00000000, 0.00040002
5748, 0.00000000, 0.00000000, 0.00039999
5749, 0.00049999, 0.00000000, 0.00039999
5750, 0.00000000, 0.00000000, 0.00050058
5751, 0.00000000, 0.00000000, 0.00039983
5752, 0.00000000, 0.00000000, 0.00039985
5753, 0.00000000, 0.00000000, 0.00039999
5754, 0.00000000, 0.00000000, 0.00040007
5755, 0.00000000, 0.00000000, 0.00039992
5756, 0.00000000, 0.00000000, 0.00039999
5757, 0.00000000, 0.00000000, 0.00050001
5758, 0.00000000, 0.00000000, 0.00040004
5759, 0.00000000, 0.00000000, 0.00039997
5760, 0.00000000, 0.00000000, 0.00040092
5761, 0.00000000, 0.00000000, 0.00039995
5762, 0.00000000, 0.00000000, 0.00049999
5763, 0.00000000, 0.00000000, 0.00039997
5764, 0.00000000, 0.00000000, 0.00035188
5765, 0.00000000, 0.00000000, 0.00040054
5766, 0.00000000, 0.00000000, 0.00039940
5767, 0.00000000, 0.00000000, 0.00039999
5768, 0.00000000, 0.00000000, 0.00040002
5769, 0.00000000, 0.00000000, 0.00040061
5770, 0.00000000, 0.00000000, 0.00049942
5771, 0.00000000, 0.00000000, 0.00039999
5772, 0.00000000, 0.00000000, 0.00040002
5773, 0.00000000, 0.00000000, 0.00040002
5774, 0.00000000, 0.00000000, 0.00040016
5775, 0.00000000, 0.00000000, 0.00039978
5776, 0.00000000, 0.00000000, 0.00040002
5777, 0.00000000, 0.00000000, 0.00049996
5778, 0.00000000, 0.00000000, 0.00040002
5779, 0.00039995, 0.00000000, 0.00040004
5780, 0.00000000, 0.00000000, 0.00049984
5781, 0.00000000, 0.00000000, 0.00049992
5782, 0.00000000, 0.00000000, 0.00050030
5783, 0.00050015, 0.00000000, 0.00050001
5784, 0.00000000, 0.00000000, 0.00039999
5785, 0.00000000, 0.00000000, 0.00055189
5786, 0.00000000, 0.00000000, 0.00039992
5787, 0.00000000, 0.00000000, 0.00039995
5788, 0.00000000, 0.00000000, 0.00040002
5789, 0.00000000, 0.00000000, 0.00049996
5790, 0.00000000, 0.00000000, 0.00040002
5791, 0.00039995, 0.00000000, 0.00040004
5792, 0.00000000, 0.00000000, 0.00039964
5793, 0.00000000, 0.00000000, 0.00039999
5794, 0.00000000, 0.00000000, 0.00039999
5795, 0.00000000, 0.00000000, 0.00050073
5796, 0.00000000, 0.00000000, 0.00094013
5797, 0.00000000, 0.00000000, 0.00039990
5798, 0.00000000, 0.00000000, 0.00039992
5799, 0.00000000, 0.00000000, 0.00040026
5800, 0.00000000, 0.00000000, 0.00050004
5801, 0.00039990, 0.00000000, 0.00040009
5802, 0.00000000, 0.00000000, 0.00050044
5803, 0.00000000, 0.00000000, 0.00040007
5804, 0.00000000, 0.00000000, 0.00040073
5805, 0.00000000, 0.00000000, 0.00045147
5806, 0.00000000, 0.00000000, 0.00040002
5807, 0.00039992, 0.00000000, 0.00070212
5808, 0.00000000, 0.00000000, 0.00080001
5809, 0.00000000, 0.00000000, 0.00090003
5810, 0.00000000, 0.00000000, 0.00079997
5811, 0.00000000, 0.00000000, 0.00090003
5812, 0.00000000, 0.00000000, 0.00039999
5813, 0.00049999, 0.00000000, 0.00040002
5814, 0.00000000, 0.00000000, 0.00039997
5815, 0.00000000, 0.00000000, 0.00040002
5816, 0.00000000, 0.00000000, 0.00039999
5817, 0.00000000, 0.00000000, 0.00050001
5818, 0.00000000, 0.00000000, 0.00040281
5819, 0.00000000, 0.00000000, 0.00040002
5820, 0.00000000, 0.00000000, 0.00039999
5821, 0.00039997, 0.00000000, 0.00045567
5822, 0.00000000, 0.00000000, 0.00039999
5823, 0.00000000, 0.00000000, 0.00039999
5824, 0.00000000, 0.00000000, 0.00050004
5825, 0.00000000, 0.00000000, 0.00039997
5826, 0.00000000, 0.00000000, 0.00040002
5827, 0.00039997, 0.00000000, 0.00039999
5828, 0.00000000, 0.00000000, 0.00050004
5829, 0.00000000, 0.00000000, 0.00039997
5830, 0.00000000, 0.00000000, 0.00039999
5831, 0.00000000, 0.00000000, 0.00039999
5832, 0.00000000, 0.00000000, 0.00040002
5833, 0.00000000, 0.00000000, 0.00040002
5834, 0.00000000, 0.00000000, 0.00039999
5835, 0.00000000, 0.00000000, 0.00039999
5836, 0.00000000, 0.00000000, 0.00040002
5837, 0.00000000, 0.00000000, 0.00039999
5838, 0.00000000, 0.00000000, 0.00039999
5839, 0.00049999, 0.00000000, 0.00040159
5840, 0.00000000, 0.00000000, 0.00039892
5841, 0.00000000, 0.00000000, 0.00039997
5842, 0.00000000, 0.00000000, 0.00050006
5843, 0.00045345, 0.00000000, 0.00039999
5844, 0.00000000, 0.00000000, 0.00039997
5845, 0.00000000, 0.00000000, 0.00039999
5846, 0.00010004, 0.00000000, 0.00039778
5847, 0.00000000, 0.00000000, 0.00040009
5848, 0.00000000, 0.00000000, 0.00039990
5849, 0.00050235, 0.00000000, 0.00039988
5850, 0.00000000, 0.00000000, 0.00039999
5851, 0.00039999, 0.00000000, 0.00047987
5852, 0.00000000, 0.00000000, 0.00039999
5853, 0.00000000, 0.00000000, 0.00039999
5854, 0.00000000, 0.00009999, 0.00039814
5855, 0.00000000, 0.00000000, 0.00049987
5856, 0.00000000, 0.00000000, 0.00039999
5857, 0.00039995, 0.00000000, 0.00050042
5858, 0.00000000, 0.00000000, 0.00040085
5859, 0.00000000, 0.00000000, 0.00049951
5860, 0.00000000, 0.00000000, 0.00039999
5861, 0.00039999, 0.00000000, 0.00045257
5862, 0.00000000, 0.00000000, 0.00040002
5863, 0.00000000, 0.00000000, 0.00039995
5864, 0.00000000, 0.00000000, 0.00049975
5865, 0.00000000, 0.00000000, 0.00039999
5866, 0.00000000, 0.00000000, 0.00039999
5867, 0.00050044, 0.00000000, 0.00039957
5868, 0.00000000, 0.00000000, 0.00039997
5869, 0.00049999, 0.00000000, 0.00040004
5870, 0.00000000, 0.00000000, 0.00039999
5871, 0.00000000, 0.00000000, 0.00039999
5872, 0.00000000, 0.00000000, 0.00039997
5873, 0.00010006, 0.00000000, 0.00040023
5874, 0.00000000, 0.00000000, 0.00039997
5875, 0.00000000, 0.00000000, 0.00039999
5876, 0.00000000, 0.00000000, 0.00050004
5877, 0.00000000, 0.00000000, 0.00039971
5878, 0.00000000, 0.00000000, 0.00039999
5879, 0.00050042, 0.00000000, 0.00040095
5880, 0.00000000, 0.00000000, 0.00039935
5881, 0.00045152, 0.00000000, 0.00050023
5882, 0.00000000, 0.00000000, 0.00039957
5883, 0.00000000, 0.00000000, 0.00039999
5884, 0.00000000, 0.00000000, 0.00039999
5885, 0.00000000, 0.00000000, 0.00040002
5886, 0.00000000, 0.00000000, 0.00060027
5887, 0.00000000, 0.00000000, 0.00039997
5888, 0.00000000, 0.00000000, 0.00050001
5889, 0.00000000, 0.00000000, 0.00039976
5890, 0.00000000, 0.00000000, 0.00039997
5891, 0.00000000, 0.00000000, 0.00040033
5892, 0.00000000, 0.00000000, 0.00049968
5893, 0.00000000, 0.00000000, 0.00039997
5894, 0.00000000, 0.00000000, 0.00040002
5895, 0.00000000, 0.00000000, 0.00040002
5896, 0.00000000, 0.00000000, 0.00039997
5897, 0.00050023, 0.00000000, 0.00040004
5898, 0.00000000, 0.00000000, 0.00039997
5899, 0.00000000, 0.00000000, 0.00060301
5900, 0.00000000, 0.00000000, 0.00039785
5901, 0.00000000, 0.00000000, 0.00040002
5902, 0.00000000, 0.00000000, 0.00045259
5903, 0.00050004, 0.00000000, 0.00039968
5904, 0.00000000, 0.00000000, 0.00040002
5905, 0.00000000, 0.00000000, 0.00050039
5906, 0.00000000, 0.00000000, 0.00039961
5907, 0.00000000, 0.00000000, 0.00049999
5908, 0.00000000, 0.00000000, 0.00040011
5909, 0.00000000, 0.00000000, 0.00039992
5910, 0.00000000, 0.00000000, 0.00049994
5911, 0.00000000, 0.00000000, 0.00040004
5912, 0.00000000, 0.00000000, 0.00039997
5913, 0.00000000, 0.00000000, 0.00040028
5914, 0.00000000, 0.00000000, 0.00039997
5915, 0.00010009, 0.00000000, 0.00040009
5916, 0.00000000, 0.00000000, 0.00039985
5917, 0.00000000, 0.00000000, 0.00040002
5918, 0.00000000, 0.00000000, 0.00049994
5919, 0.00000000, 0.00000000, 0.00040002
5920, 0.00000000, 0.00000000, 0.00040061
5921, 0.00000000, 0.00000000, 0.00040078
5922, 0.00000000, 0.00000000, 0.00050008
5923, 0.00039985, 0.00000000, 0.00045164
5924, 0.00000000, 0.00000000, 0.00039995
5925, 0.00000000, 0.00000000, 0.00049996
5926, 0.00000000, 0.00000000, 0.00039999
5927, 0.00039995, 0.00000000, 0.00040007
5928, 0.00000000, 0.00000000, 0.00050001
5929, 0.00000000, 0.00000000, 0.00039999
5930, 0.00000000, 0.00000000, 0.00040004
5931, 0.00000000, 0.00000000, 0.00049996
5932, 0.00000000, 0.00000000, 0.00039999
5933, 0.00000000, 0.00000000, 0.00040073
5934, 0.00000000, 0.00000000, 0.00049942
5935, 0.00000000, 0.00000000, 0.00039990
5936, 0.00000000, 0.00000000, 0.00039997
5937, 0.00000000, 0.00000000, 0.00039976
5938, 0.00000000, 0.00000000, 0.00049999
5939, 0.00040028, 0.00000000, 0.00039971
5940, 0.00000000, 0.00000000, 0.00040026
5941, 0.00000000, 0.00000000, 0.00040140
5942, 0.00000000, 0.00000000, 0.00039988
5943, 0.00000000, 0.00000000, 0.00050058
5944, 0.00000000, 0.00000000, 0.00045199
5945, 0.00000000, 0.00000000, 0.00039992
5946, 0.00000000, 0.00000000, 0.00040002
5947, 0.00000000, 0.00000000, 0.00049980
5948, 0.00000000, 0.00000000, 0.00039997
5949, 0.00000000, 0.00000000, 0.00039995
5950, 0.00000000, 0.00000000, 0.00039999
5951, 0.00000000, 0.00000000, 0.00039999
5952, 0.00000000, 0.00000000, 0.00040002
5953, 0.00049996, 0.00000000, 0.00050006
5954, 0.00000000, 0.00000000, 0.00039995
5955, 0.00000000, 0.00000000, 0.00040002
5956, 0.00000000, 0.00000000, 0.00039999
5957, 0.00000000, 0.00000000, 0.00050001
5958, 0.00000000, 0.00000000, 0.00039997
5959, 0.00000000, 0.00000000, 0.00039999
5960, 0.00000000, 0.00000000, 0.00040002
5961, 0.00000000, 0.00000000, 0.00050001
5962, 0.00000000, 0.00000000, 0.00039999
5963, 0.00000000, 0.00000000, 0.00050080
5964, 0.00000000, 0.00000000, 0.00040061
5965, 0.00000000, 0.00000000, 0.00049932
5966, 0.00000000, 0.00000000, 0.00055153
5967, 0.00000000, 0.00000000, 0.00050013
5968, 0.00000000, 0.00000000, 0.00039966
5969, 0.00000000, 0.00000000, 0.00039997
5970, 0.00000000, 0.00000000, 0.00039999
5971, 0.00000000, 0.00000000, 0.00050004
5972, 0.00000000, 0.00000000, 0.00039999
5973, 0.00000000, 0.00000000, 0.00039999
5974, 0.00000000, 0.00000000, 0.00049996
5975, 0.00000000, 0.00000000, 0.00050013
5976, 0.00000000, 0.00000000, 0.00039992
5977, 0.00000000, 0.00000000, 0.00049999
5978, 0.00000000, 0.00000000, 0.00040038
5979, 0.00000000, 0.00000000, 0.00039961
5980, 0.00000000, 0.00000000, 0.00049999
5981, 0.00039997, 0.00000000, 0.00060036
5982, 0.00000000, 0.00000000, 0.00049992
5983, 0.00000000, 0.00000000, 0.00049996
5984, 0.00000000, 0.00000000, 0.00040071
5985, 0.00000000, 0.00000000, 0.00049980
5986, 0.00000000, 0.00000000, 0.00039992
5987, 0.00045104, 0.00000000, 0.00050004
5988, 0.00000000, 0.00000000, 0.00039999
5989, 0.00000000, 0.00000000, 0.00039999
5990, 0.00000000, 0.00000000, 0.00050068
5991, 0.00000000, 0.00000000, 0.00049951
5992, 0.00000000, 0.00000000, 0.00050004
5993, 0.00000000, 0.00000000, 0.00050020
5994, 0.00000000, 0.00000000, 0.00039954
5995, 0.00010009, 0.00000000, 0.00039997
5996, 0.00000000, 0.00000000, 0.00039997
5997, 0.00000000, 0.00000000, 0.00040004
5998, 0.00000000, 0.00000000, 0.00049996
5999, 0.00000000, 0.00000000, 0.00040002
6000, 0.00000000, 0.00000000, 0.00039999
6001, 0.00000000, 0.00000000, 0.00049999
6002, 0.00000000, 0.00000000, 0.00039999
6003, 0.00000000, 0.00000000, 0.00040004
6004, 0.00000000, 0.00000000, 0.00039999
6005, 0.00000000, 0.00000000, 0.00050042
6006, 0.00000000, 0.00000000, 0.00040002
6007, 0.00049996, 0.00000000, 0.00045252
6008, 0.00000000, 0.00000000, 0.00049968
6009, 0.00000000, 0.00000000, 0.00050001
6010, 0.00000000, 0.00000000, 0.00070095
6011, 0.00049880, 0.00000000, 0.00040004
6012, 0.00000000, 0.00000000, 0.00050056
6013, 0.00000000, 0.00000000, 0.00059969
6014, 0.00000000, 0.00000000, 0.00049994
6015, 0.00000000, 0.00000000, 0.00050011
6016, 0.00000000, 0.00000000, 0.00039983
6017, 0.00000000, 0.00000000, 0.00040011
6018, 0.00000000, 0.00000000, 0.00050061
6019, 0.00000000, 0.00000000, 0.00039935
6020, 0.00000000, 0.00000000, 0.00050006
6021, 0.00000000, 0.00000000, 0.00040011
6022, 0.00000000, 0.00000000, 0.00039995
6023, 0.00000000, 0.00000000, 0.00049989
6024, 0.00000000, 0.00000000, 0.00040071
6025, 0.00000000, 0.00000000, 0.00039997
6026, 0.00000000, 0.00000000, 0.00039999
6027, 0.00000000, 0.00000000, 0.00039999
6028, 0.00000000, 0.00000000, 0.00045211
6029, 0.00040050, 0.00000000, 0.00049951
6030, 0.00000000, 0.00000000, 0.00040002
6031, 0.00000000, 0.00000000, 0.00039995
6032, 0.00000000, 0.00000000, 0.00048871
6033, 0.00000000, 0.00000000, 0.00049980
6034, 0.00000000, 0.00000000, 0.00040002
6035, 0.00000000, 0.00000000, 0.00059991
6036, 0.00000000, 0.00000000, 0.00089993
6037, 0.00154564, 0.00000000, 0.00129993
6038, 0.00000000, 0.00000000, 0.00080044
6039, 0.00000000, 0.00000000, 0.00050008
6040, 0.00000000, 0.00000000, 0.00039988
6041, 0.00000000, 0.00000000, 0.00045135
6042, 0.00000000, 0.00000000, 0.00039961
6043, 0.00049999, 0.00000000, 0.00040002
6044, 0.00000000, 0.00000000, 0.00049999
6045, 0.00000000, 0.00000000, 0.00040002
6046, 0.00000000, 0.00000000, 0.00040002
6047, 0.00049994, 0.00000000, 0.00080271
6048, 0.00000000, 0.00000000, 0.00069976
6049, 0.00000000, 0.00000000, 0.00060554
6050, 0.00000000, 0.00000000, 0.00059433
6051, 0.00000000, 0.00000000, 0.00049999
6052, 0.00000000, 0.00000000, 0.00050004
6053, 0.00049996, 0.00000000, 0.00050001
6054, 0.00000000, 0.00000000, 0.00050280
6055, 0.00000000, 0.00000000, 0.00050001
6056, 0.00000000, 0.00000000, 0.00049999
6057, 0.00000000, 0.00000000, 0.00055318
6058, 0.00000000, 0.00000000, 0.00040293
6059, 0.00000000, 0.00000000, 0.00039997
6060, 0.00000000, 0.00000000, 0.00050042
6061, 0.00000000, 0.00000000, 0.00039961
6062, 0.00000000, 0.00000000, 0.00039999
6063, 0.00000000, 0.00000000, 0.00050001
6064, 0.00000000, 0.00000000, 0.00039999
6065, 0.00000000, 0.00000000, 0.00040002
6066, 0.00000000, 0.00000000, 0.00049996
6067, 0.00040009, 0.00000000, 0.00063736
6068, 0.00000000, 0.00000000, 0.00066259
6069, 0.00000000, 0.00000000, 0.00050001
6070, 0.00000000, 0.00000000, 0.00049999
6071, 0.00000000, 0.00000000, 0.00050006
6072, 0.00000000, 0.00000000, 0.00039999
6073, 0.00049992, 0.00000000, 0.00039999
6074, 0.00000000, 0.00000000, 0.00040278
6075, 0.00000000, 0.00000000, 0.00049999
6076, 0.00000000, 0.00000000, 0.00040002
6077, 0.00000000, 0.00000000, 0.00045564
6078, 0.00000000, 0.00000000, 0.00040002
6079, 0.00049999, 0.00000000, 0.00039999
6080, 0.00000000, 0.00000000, 0.00050001
6081, 0.00000000, 0.00000000, 0.00039999
6082, 0.00000000, 0.00000000, 0.00039797
6083, 0.00000000, 0.00000000, 0.00050015
6084, 0.00000000, 0.00000000, 0.00039985
6085, 0.00000000, 0.00000000, 0.00060208
6086, 0.00000000, 0.00000000, 0.00039995
6087, 0.00000000, 0.00000000, 0.00039999
6088, 0.00000000, 0.00000000, 0.00049999
6089, 0.00050001, 0.00000000, 0.00039771
6090, 0.00000000, 0.00000000, 0.00040002
6091, 0.00059998, 0.00000000, 0.00040002
6092, 0.00000000, 0.00000000, 0.00049999
6093, 0.00000000, 0.00000000, 0.00040050
6094, 0.00000000, 0.00000000, 0.00040028
6095, 0.00000000, 0.00000000, 0.00049975
6096, 0.00000000, 0.00000000, 0.00045114
6097, 0.00000000, 0.00000000, 0.00040035
6098, 0.00000000, 0.00000000, 0.00049987
6099, 0.00000000, 0.00000000, 0.00039999
6100, 0.00000000, 0.00000000, 0.00040002
6101, 0.00049980, 0.00000000, 0.00049992
6102, 0.00000000, 0.00000000, 0.00040004
6103, 0.00000000, 0.00000000, 0.00060041
6104, 0.00000000, 0.00000000, 0.00069997
6105, 0.00000000, 0.00010006, 0.00059996
6106, 0.00000000, 0.00000000, 0.00039957
6107, 0.00000000, 0.00000000, 0.00040002
6108, 0.00000000, 0.00000000, 0.00050001
6109, 0.00000000, 0.00000000, 0.00040226
6110, 0.00000000, 0.00000000, 0.00040004
6111, 0.00000000, 0.00000000, 0.00039999
6112, 0.00000000, 0.00000000, 0.00049996
6113, 0.00040278, 0.00000000, 0.00050001
6114, 0.00000000, 0.00000000, 0.00039999
6115, 0.00000000, 0.00000000, 0.00045037
6116, 0.00000000, 0.00000000, 0.00039983
